date,title,url
2011-08-26,"Pune fest on track despite lack of funds",http://timesofindia.indiatimes.com//city/pune/Pune-fest-on-track-despite-lack-of-funds/articleshow/9744147.cms
2011-06-22,"Bustling bazaars lack parking zones",http://timesofindia.indiatimes.com//city/hyderabad/Bustling-bazaars-lack-parking-zones/articleshow/8943511.cms
2011-03-23,"FM moves GST bill in LS despite lack of consensus",http://timesofindia.indiatimes.com//business/india-business/FM-moves-GST-bill-in-LS-despite-lack-of-consensus/articleshow/7767683.cms
2011-10-18,"Month on, lack of focus dogs 'Occupy Wall Street' protests",http://timesofindia.indiatimes.com//world/us/Month-on-lack-of-focus-dogs-Occupy-Wall-Street-protests/articleshow/10396467.cms
2011-12-18,"Most special kids lack parent care and education, says study",http://timesofindia.indiatimes.com//city/delhi/Most-special-kids-lack-parent-care-and-education-says-studyampnbsp/articleshow/11150417.cms
2010-12-06,"Jaya slams lack of progress in 2G probe",http://timesofindia.indiatimes.com//city/chennai/Jaya-slams-lack-of-progress-in-2G-probe/articleshow/7050046.cms
2010-12-06,"Primary students face lack of treatment facility",http://timesofindia.indiatimes.com//city/varanasi/Primary-students-face-lack-of-treatment-facility/articleshow/7054999.cms
2011-04-19,"Many city apartments lack fire safety norms",http://timesofindia.indiatimes.com//india/Many-city-apartments-lack-fire-safety-norms/articleshow/8021430.cms
2011-06-10,"Parents allege lack of transparency in Plus One admissions in Salem",http://timesofindia.indiatimes.com//city/coimbatore/Parents-allege-lack-of-transparency-in-Plus-One-admissions-in-Salem/articleshow/8797022.cms
2011-06-10,"Parents allege lack of transparency in Plus One admissions in Salem",http://timesofindia.indiatimes.com//home/education/news/Parents-allege-lack-of-transparency-in-Plus-One-admissions-in-Salem/articleshow/8797059.cms
2010-03-03,"BCCI responsible for lack of quality spin bowler: Maninder",http://timesofindia.indiatimes.com//interviews/BCCI-responsible-for-lack-of-quality-spin-bowler-Maninder/articleshow/5638429.cms
2011-11-05,"Former ICC chief rues lack of power",http://timesofindia.indiatimes.com//top-stories/Former-ICC-chief-rues-lack-of-power/articleshow/10617866.cms
2011-04-13,"HC, district court lack fire fighting system",http://timesofindia.indiatimes.com//city/lucknow/HC-district-court-lack-fire-fighting-system/articleshow/7967524.cms
2011-09-21,"ROB problems due to lack of maintenance",http://timesofindia.indiatimes.com//city/nagpur/ROB-problems-due-to-lack-of-maintenance/articleshow/10060103.cms
2011-11-10,"Gujarat riot case: 11 acquitted for lack of evidence in Sardapura massacre",http://timesofindia.indiatimes.com//india/Gujarat-riot-case-11-acquitted-for-lack-of-evidence-in-Sardapura-massacre/articleshow/10674446.cms
2011-10-05,"Fatigue, lack of adaptability did us in: Fleming",http://timesofindia.indiatimes.com//series-tournament/clt20/top-stories/Fatigue-lack-of-adaptability-did-us-in-Fleming/articleshow/10241693.cms
2011-01-09,"Steel producers lament lack of iron ores",http://timesofindia.indiatimes.com//city/patna/Steel-producers-lament-lack-of-iron-ores/articleshow/7244204.cms
2011-09-01,"Dhoni rues lack of partnerships after defeat",http://timesofindia.indiatimes.com//series-tournament/india-in-england/top-stories/Dhoni-rues-lack-of-partnerships-after-defeat/articleshow/9817540.cms
2010-05-26,"Temperature soaring due to lack of thundershowers: Met officials",http://timesofindia.indiatimes.com//india/Temperature-soaring-due-to-lack-of-thundershowers-Met-officials/articleshow/5975003.cms
2011-09-22,"40 mining leases suspended for lack of approvals",http://timesofindia.indiatimes.com//city/goa/40-mining-leases-suspended-for-lack-of-approvals/articleshow/10073630.cms
2011-11-03,"'Continuing corruption, terrorism a result of the lack of political will'",http://timesofindia.indiatimes.com//city/goa/Continuing-corruption-terrorism-a-result-of-the-lack-of-political-will/articleshow/10587618.cms
2010-05-07,"Before Games, disabled by lack of proper training",http://timesofindia.indiatimes.com//city/delhi/Before-Games-disabled-by-lack-of-proper-training/articleshow/5900501.cms
2010-09-30,"City's largest ward lack basic amenities",http://timesofindia.indiatimes.com//city/vadodara/Citys-largest-ward-lack-basic-amenities/articleshow/6660694.cms
2011-06-19,"Overspeeding, lack of patrolling adding to hazard",http://timesofindia.indiatimes.com//city/gurgaon/Overspeeding-lack-of-patrolling-adding-to-hazard/articleshow/8906570.cms
2011-08-08,"Did lack of quarantine zone lead to leopard's death?",http://timesofindia.indiatimes.com//city/mysuru/Did-lack-of-quarantine-zone-lead-to-leopards-death/articleshow/9526657.cms
2011-05-22,"'Antilla', Mukesh Ambani's house, shows lack of empathy for poor: Ratan Tata",http://timesofindia.indiatimes.com//business/india-business/Antilla-Mukesh-Ambanis-house-shows-lack-of-empathy-for-poor-Ratan-Tata/articleshow/8506287.cms
2011-10-24,"High casualty rate among Sivakasi burn victims due to lack of treatment facilities",http://timesofindia.indiatimes.com//city/madurai/High-casualty-rate-among-Sivakasi-burn-victims-due-to-lack-of-treatment-facilities/articleshow/10469781.cms
2010-08-17,"'Teenagers lack traffic sense'",http://timesofindia.indiatimes.com//city/ludhiana/Teenagers-lack-traffic-sense/articleshow/6326455.cms
2010-05-05,"Youth boxers' coach wants to quit due to lack of incentives",http://timesofindia.indiatimes.com//sports/boxing/Youth-boxers-coach-wants-to-quit-due-to-lack-of-incentives/articleshow/5893180.cms
2011-03-14,"Mayor postpones meet due to lack of quorum",http://timesofindia.indiatimes.com//city/allahabad/Mayor-postpones-meet-due-to-lack-of-quorum/articleshow/7702787.cms
2011-07-26,"Motorists irked at the lack of traffic policemen",http://timesofindia.indiatimes.com//city/nagpur/Motorists-irked-at-the-lack-of-traffic-policemen/articleshow/9362143.cms
2011-10-13,"Highrises in city lack basic firefighting equipment: Fire dept",http://timesofindia.indiatimes.com//city/kanpur/Highrises-in-city-lack-basic-firefighting-equipment-Fire-dept/articleshow/10334371.cms
2010-07-27,"Twin cities lack proper facilities to treat dengue",http://timesofindia.indiatimes.com//city/hubballi/Twin-cities-lack-proper-facilities-to-treat-dengue/articleshow/6224354.cms
2011-08-01,"Slum dwellers protest lack of civic amenities",http://timesofindia.indiatimes.com//city/bhubaneswar/Slum-dwellers-protest-lack-of-civic-amenities/articleshow/9442811.cms
2010-07-22,"In UP, 30% food produce rots due to lack of storage facilities",http://timesofindia.indiatimes.com//city/lucknow/In-UP-30-food-produce-rots-due-to-lack-of-storage-facilities/articleshow/6198427.cms
2011-10-01,"CBI probe shows lack of coordination",http://timesofindia.indiatimes.com//city/jaipur/CBI-probe-shows-lack-of-coordination/articleshow/10193426.cms
2011-07-20,"Parents in a bind over lack of books",http://timesofindia.indiatimes.com//home/education/news/Parents-in-a-bind-over-lack-of-books/articleshow/9292259.cms
2010-12-08,"Heritage buildings vulnerable to lightning due to lack of arrestors",http://timesofindia.indiatimes.com//city/chennai/Heritage-buildings-vulnerable-to-lightning-due-to-lack-of-arrestors/articleshow/7062389.cms
2010-09-20,"Does anti-ragging law lack teeth?",http://timesofindia.indiatimes.com//speak-out/Does-anti-ragging-law-lack-teeth/articleshow/6590441.cms
2011-07-18,"Does Nagpur lack a theatre culture?",http://timesofindia.indiatimes.com//speak-out/Does-Nagpur-lack-a-theatre-culture/articleshow/9269802.cms
2010-09-25,"Poor VPs rue lack of dept aid in street lighting maintenance",http://timesofindia.indiatimes.com//city/goa/Poor-VPs-rue-lack-of-dept-aid-in-street-lighting-maintenance/articleshow/6624041.cms
2011-08-24,"JMC drive loses its sheen due to lack of vigilance",http://timesofindia.indiatimes.com//city/jaipur/JMC-drive-loses-its-sheen-due-to-lack-of-vigilance/articleshow/9721104.cms
2011-08-24,"Cricket reason behind football's lack of growth in India: Rush",http://timesofindia.indiatimes.com//sports/football/top-stories/Cricket-reason-behind-footballs-lack-of-growth-in-India-Rush/articleshow/9722751.cms
2010-02-03,"90 of 141 Margao industries lack GSPCB nod: Aleixo",http://timesofindia.indiatimes.com//city/goa/90-of-141-Margao-industries-lack-GSPCB-nod-Aleixo/articleshow/5529553.cms
2010-02-14,"Eatery found to lack sewer links, sealed",http://timesofindia.indiatimes.com//city/chennai/Eatery-found-to-lack-sewer-links-sealed/articleshow/5571200.cms
2010-11-09,"Young Indian players lack grace while celebrating: Arthur",http://timesofindia.indiatimes.com//top-stories/Young-Indian-players-lack-grace-while-celebrating-Arthur/articleshow/6893435.cms
2010-11-09,"Limba worried about Asian Games show due to lack of practice",http://timesofindia.indiatimes.com//other-top-stories/Limba-worried-about-Asian-Games-show-due-to-lack-of-practice/articleshow/6893997.cms
2010-11-09,"Limba worried about Asian Games show due to lack of practice",http://timesofindia.indiatimes.com//india-news/Limba-worried-about-Asian-Games-show-due-to-lack-of-practice/articleshow/6894049.cms
2010-11-09,"'Indians lack grace while celebrating'",http://timesofindia.indiatimes.com//articleshow/6894912.cms
2010-10-06,"TISS rape case: Six accused acquitted due to lack of evidence",http://timesofindia.indiatimes.com//city/mumbai/TISS-rape-case-Six-accused-acquitted-due-to-lack-of-evidence/articleshow/6699996.cms
2011-12-28,"Notice to city hospital for lack of fire safety measures",http://timesofindia.indiatimes.com//city/bhopal/Notice-to-city-hospital-for-lack-of-fire-safety-measures/articleshow/11274141.cms
2011-11-25,"NMC schools still lack basic amenities",http://timesofindia.indiatimes.com//city/nagpur/NMC-schools-still-lack-basic-amenities/articleshow/10863333.cms
2011-09-17,"Rahul Gandhi's lack of support disappoints Team Anna",http://timesofindia.indiatimes.com//india/Rahul-Gandhis-lack-of-support-disappoints-Team-Anna/articleshow/10012909.cms
2011-09-17,"Rahul Gandhi's lack of support disappoints Team Anna",http://timesofindia.indiatimes.com//articleshow/10012948.cms
2011-09-17,"Rahul Gandhi's lack of support disappoints Team Anna",http://timesofindia.indiatimes.com//articleshow/10014725.cms
2011-09-09,"Defence buys lack planning, price negotiations: CAG",http://timesofindia.indiatimes.com//india/Defence-buys-lack-planning-price-negotiations-CAG/articleshow/9916728.cms
2011-09-09,"Rap on govt for lack of bandh security",http://timesofindia.indiatimes.com//city/guwahati/Rap-on-govt-for-lack-of-bandh-security/articleshow/9919788.cms
2011-02-05,"Court faults govt, cops on lack of coordination",http://timesofindia.indiatimes.com//city/delhi/Court-faults-govt-cops-on-lack-of-coordination/articleshow/7427216.cms
2010-10-28,"26/11 attacks: Home secy, US envoy spar over lack of info on Headley",http://timesofindia.indiatimes.com//india/26/11-attacks-Home-secy-US-envoy-spar-over-lack-of-info-on-Headley/articleshow/6823282.cms
2010-10-28,"Man acquitted for lack of evidence",http://timesofindia.indiatimes.com//city/mumbai/Man-acquitted-for-lack-of-evidence/articleshow/6825261.cms
2010-06-24,"Many Indians lack access to essential medicines: Report",http://timesofindia.indiatimes.com//city/hubballi/Many-Indians-lack-access-to-essential-medicines-Report/articleshow/6087897.cms
2010-12-16,"Lacunae in eradication prog, lack of expertise led to rise in leprosy cases'",http://timesofindia.indiatimes.com//city/pune/Lacunae-in-eradication-prog-lack-of-expertise-led-to-rise-in-leprosy-cases/articleshow/7108250.cms
2010-08-15,"Pak lack players with temperament for Test cricket: Afridi",http://timesofindia.indiatimes.com//top-stories/Pak-lack-players-with-temperament-for-Test-cricket-Afridi/articleshow/6315048.cms
2010-05-22,"Alleged murder bid in 1984 riots: HC acquits three for lack of evidence",http://timesofindia.indiatimes.com//city/delhi/Alleged-murder-bid-in-1984-riots-HC-acquits-three-for-lack-of-evidence/articleshow/5960116.cms
2010-03-08,"Indians skillful but lack organisation, planning: Jorge Lombi",http://timesofindia.indiatimes.com//interviews/Indians-skillful-but-lack-organisation-planning-Jorge-Lombi/articleshow/5658027.cms
2010-12-25,"PCB blames India for lack of Pakistani players in IPL",http://timesofindia.indiatimes.com//articleshow/7164298.cms
2010-01-26,"Pakistan team lack unity: Afridi",http://timesofindia.indiatimes.com//top-stories/Pakistan-team-lack-unity-Afridi/articleshow/5502646.cms
2010-04-18,"Lee's injury, Yuvi's lack of full fitness cost us dear: Moody",http://timesofindia.indiatimes.com//ipl/news/Lees-injury-Yuvis-lack-of-full-fitness-cost-us-dear-Moody/articleshow/5829272.cms
2010-04-27,"Teachers complain of lack of facilities, boycott evaluation",http://timesofindia.indiatimes.com//city/lucknow/Teachers-complain-of-lack-of-facilities-boycott-evaluation/articleshow/5861570.cms
2011-08-12,"Shooter Abhinav Bindra rues lack of coach",http://timesofindia.indiatimes.com//sports/more-sports/shooting/Shooter-Abhinav-Bindra-rues-lack-of-coach/articleshow/9571879.cms
2011-08-12,"Abhinav Bindra rues lack of coach",http://timesofindia.indiatimes.com//articleshow/9575182.cms
2011-10-17,"Joseph Gordon-Levitt's lack of preparation",http://timesofindia.indiatimes.com//entertainment/english/hollywood/news/Joseph-Gordon-Levitts-lack-of-preparation/articleshow/10386882.cms
2011-10-17,"Independent artists lack in promoting themselves: Gaurav Raina",http://timesofindia.indiatimes.com//entertainment/hindi/music/news/Independent-artists-lack-in-promoting-themselves-Gaurav-Raina/articleshow/10388128.cms
2011-04-21,"Wheat bought by govt lies in open for lack of storage space",http://timesofindia.indiatimes.com//india/Wheat-bought-by-govt-lies-in-open-for-lack-of-storage-space/articleshow/8042341.cms
2011-08-05,"Confusion, lack of preparation mark gurdwara poll process",http://timesofindia.indiatimes.com//india/Confusion-lack-of-preparation-mark-gurdwara-poll-process/articleshow/9487058.cms
2010-04-22,"Kanti admits lack of party consensus",http://timesofindia.indiatimes.com//city/kolkata/Kanti-admits-lack-of-party-consensus/articleshow/5842104.cms
2010-01-15,"Haiti quake: Aid workers hampered by lack of electricity, water",http://timesofindia.indiatimes.com//world/rest-of-world/Haiti-quake-Aid-workers-hampered-by-lack-of-electricity-water/articleshow/5446580.cms
2011-02-10,"Skyscrapers lack fire safety gadgets",http://timesofindia.indiatimes.com//city/kanpur/Skyscrapers-lack-fire-safety-gadgets/articleshow/7463992.cms
2011-08-16,"Bruised India lack intensity in optional practice session",http://timesofindia.indiatimes.com//series-tournament/india-in-england/top-stories/Bruised-India-lack-intensity-in-optional-practice-session/articleshow/9625637.cms
2011-03-30,"Residents complaint about lack of water to projects",http://timesofindia.indiatimes.com//city/ranchi/Residents-complaint-about-lack-of-water-to-projects/articleshow/7829352.cms
